Source,Target,Weight
12361,16368,7
12361,18601,8
12361,16410,5
12361,21046,2
12361,22158,4
12361,21922,7
12361,18538,6
12361,12815,6
12361,22319,10
12361,22162,4
12361,21449,10
12363,13796,2
12364,16778,2
12368,12985,1
12370,20577,2
12370,21995,2
12370,17309,5
12370,19827,5
12381,17944,3
12381,18600,1
12381,19937,4
12381,19049,2
12381,16211,4
12381,22060,2
12381,18456,2
12381,20215,3
12383,16728,5
12383,16248,5
12383,18003,4
12388,16464,5
12389,21900,14
12391,17089,3
12391,20603,3
12393,13824,3
12393,16214,4
12393,17089,5
12393,13946,4
12402,22237,9
12402,21206,1
12404,15612,5
12404,13431,2
12404,13806,5
12404,15134,1
12404,22006,4
12404,14592,6
12404,13609,5
12404,20308,5
12404,18012,5
12404,20412,6
12406,12615,4
12406,17332,2
12406,22201,2
12412,15657,2
12420,15920,2
12420,21771,1
12420,16608,3
12424,15362,7
12424,14917,5
12424,15552,4
12424,22403,4
12424,13401,5
12424,18991,11
12424,21646,4
12424,14148,10
12424,12915,5
12424,15644,10
12425,12950,2
12425,12812,5
12425,12833,5
12425,13555,3
12425,16685,3
12425,16087,6
12425,21863,5
12425,14207,4
12425,16431,3
12425,14804,6
12425,12980,4
12425,19658,1
12427,16587,4
12432,16809,3
12432,17790,2
12433,18381,3
12433,16329,5
12433,13677,1
12436,20206,2
12436,20012,2
12444,21517,1
12444,22389,3
12444,19583,4
12444,16453,2
12444,21523,5
12444,13482,3
12444,15021,1
12444,19803,4
12444,17779,2
12447,18483,3
12449,15351,2
12449,19699,5
12449,15839,5
12449,13567,3
12449,21297,5
12449,17586,3
12449,15371,3
12453,20081,10
12453,17933,6
12457,21538,3
12457,16203,3
12457,13053,5
12457,16128,2
12457,12872,2
12457,21280,2
12457,14591,2
12457,17065,6
12457,16972,2
12460,16839,10
12463,16592,2
12463,19882,2
12463,16717,1
12463,19028,3
12463,16990,6
12463,21534,2
12463,17454,2
12463,14038,3
12463,19805,4
12463,17666,7
12463,21083,4
12463,15553,2
12463,21046,1
12463,15606,3
12463,18601,6
12463,22319,4
12463,21922,3
12463,17380,1
12472,13273,1
12472,18819,1
12472,21368,1
12472,20013,1
12472,14334,1
12472,13505,1
12472,14435,1
12472,15321,2
12472,16162,1
12472,14531,1
12472,14123,1
12472,16114,2
12472,15435,1
12472,21907,1
12472,15947,2
12472,12742,1
12472,17011,1
12472,15399,2
12472,22002,1
12472,14503,2
12472,21491,1
12472,13341,1
12472,15839,2
12472,22100,1
12474,12474,6
12474,17944,2
12479,20415,3
12480,16375,2
12480,18561,2
12480,21803,1
12480,12587,3
12480,13232,3
12480,20499,3
12480,19053,3
12480,12738,2
12481,13631,3
12481,16003,3
12481,18491,3
12481,20243,2
12482,19277,3
12482,18617,4
12482,17092,4
12482,19733,4
12482,13172,7
12482,18683,7
12482,15337,5
12482,18223,5
12482,22090,8
12482,22116,5
12482,18690,6
12482,20415,2
12483,18561,3
12483,21803,6
12483,21860,7
12483,16010,3
12483,12587,7
12483,15208,8
12483,19053,10
12484,17337,2
12484,14025,4
12487,14257,3
12488,17490,3
12488,15575,3
12492,18561,1
12492,19053,1
12492,21803,5
12492,20499,6
12494,20577,4
12494,15245,4
12498,13235,1
12498,20510,1
12502,12522,3
12507,15905,3
12507,13825,2
12507,14504,4
12507,20158,5
12508,13385,4
12511,18561,3
12511,15567,2
12511,15208,4
12511,21803,2
12511,20499,4
12512,18090,5
12512,14264,4
12512,16112,3
12512,13053,7
12512,12806,3
12512,17121,4
12512,12965,4
12512,13776,4
12512,15385,3
12512,13538,4
12512,14628,3
12512,16277,3
12512,12872,2
12512,20837,3
12512,12593,5
12512,16972,2
12512,17740,3
12512,18244,6
12512,15957,4
12512,20488,3
12513,16322,3
12513,20636,1
12513,20521,4
12513,16835,3
12513,19602,1
12513,20706,4
12513,18976,5
12513,17804,2
12513,19881,4
12513,22317,1
12513,20027,2
12513,15700,3
12514,19026,5
12514,13675,5
12514,20335,16
12517,16912,3
12517,16316,1
12518,12749,1
12518,15419,1
12518,16445,6
12518,19752,4
12518,13257,5
12518,13975,4
12518,17686,2
12518,17532,5
12518,15511,3
12518,21799,5
12518,22386,3
12518,16832,11
12518,12984,5
12518,13452,7
12518,16328,2
12518,18821,1
12518,21652,4
12518,17670,5
12518,20663,5
12518,20704,1
12518,15748,2
12518,17191,2
12518,21225,8
12518,20338,3
12519,13493,4
12519,16579,3
12519,18598,3
12525,18012,5
12528,15634,3
12530,13341,8
12530,18977,4
12530,18797,7
12530,19539,1
12530,14426,3
12530,18338,2
12530,14334,4
12533,17647,3
12533,15007,6
12533,13057,3
12533,17419,8
12533,22113,5
12533,20520,5
12533,17546,7
12536,17819,3
12536,16510,1
12536,21712,1
12536,21922,1
12536,19582,3
12540,21207,1
12541,13844,2
12541,16809,5
12542,15867,3
12551,13425,5
12551,17995,8
12552,18155,3
12552,14799,3
12552,17685,2
12552,19707,3
12554,16493,1
12554,16367,2
12554,21871,2
12554,14160,2
12555,13976,4
12555,18056,4
12555,20178,5
12555,16091,4
12555,13825,4
12555,21084,4
12555,12692,1
12555,15639,4
12555,19489,3
12555,18222,3
12566,14040,14
12569,20583,2
12569,20710,3
12569,22092,1
12569,15936,8
12569,16816,4
12575,16019,5
12575,16368,6
12575,16990,5
12575,21922,3
12575,13814,2
12575,18456,4
12575,15183,2
12575,15577,2
12575,22162,3
12575,15714,3
12577,18988,3
12577,19997,8
12579,16375,5
12579,15003,6
12579,18561,5
12579,21226,4
12579,19720,5
12579,19365,5
12579,21860,7
12579,20499,6
12579,17876,3
12579,15567,4
12579,15208,8
12579,21803,2
12579,19053,6
12579,12738,5
12579,20198,5
12583,22192,5
12586,21935,3
12586,18587,6
12586,19808,3
12586,18653,3
12586,20888,8
12586,14650,1
12586,14999,5
12587,18561,4
12587,21226,6
12587,15537,4
12587,16010,4
12587,20499,5
12587,13232,5
12587,19053,4
12587,15208,6
12587,21803,4
12587,21860,9
12587,15567,3
12587,17248,1
12587,13966,5
12589,13142,1
12589,20152,1
12589,21133,3
12589,16191,3
12589,22380,2
12589,18595,2
12589,14147,3
12589,15822,3
12589,20990,2
12589,15929,1
12589,18295,3
12589,15717,4
12589,20820,1
12589,14958,2
12589,18402,2
12589,18804,1
12589,13043,3
12589,17550,2
12589,19037,2
12589,19457,1
12589,20045,3
12592,13731,11
12592,13535,6
12592,14328,8
12592,19261,5
12592,15744,10
12592,21182,5
12593,18090,5
12593,17639,4
12593,14264,5
12593,13776,5
12593,13053,6
12593,21555,1
12593,22173,1
12593,17121,5
12593,16608,1
12593,17740,4
12593,18393,1
12593,14628,5
12593,17065,7
12593,16277,4
12593,20837,6
12593,16972,3
12593,19368,1
12593,13551,5
12593,16975,4
12593,22029,5
12593,22435,2
12593,21280,3
12593,12965,7
12593,21631,6
12593,14591,3
12593,21771,1
12593,20049,5
12593,20488,4
12593,15385,5
12597,14782,7
12597,15016,3
12597,16437,8
12597,16910,5
12597,18661,7
12597,19113,7
12597,21335,2
12602,21011,3
12602,20671,3
12606,14257,4
12606,21043,1
12606,20178,3
12606,16127,3
12606,18056,1
12606,20571,4
12606,16106,2
12610,16809,4
12612,20832,6
12612,20727,5
12612,19927,4
12614,20589,2
12615,16444,3
12615,18089,6
12615,21803,9
12615,17332,1
12615,12716,2
12615,15781,4
12615,22201,4
12616,18143,3
12616,22426,2
12617,19427,4
12617,20617,2
12617,19203,6
12618,20442,3
12618,17987,4
12618,22407,7
12618,14168,5
12618,14668,4
12618,14650,4
12618,18902,3
12619,18561,4
12619,21803,6
12619,12954,4
12619,19053,5
12619,12738,8
12619,20499,7
12624,22403,4
12624,12645,2
12624,17860,6
12624,13966,4
12624,15644,5
12625,21923,7
12625,17860,1
12625,21349,1
12625,16511,6
12625,21110,3
12625,15906,7
12625,20163,6
12625,21623,7
12625,18201,6
12625,16464,8
12625,15645,9
12626,18205,3
12631,12812,4
12631,12833,8
12631,18334,2
12631,19002,4
12631,13007,9
12631,13555,10
12631,13778,2
12631,21513,10
12631,14128,5
12631,12980,2
12631,19123,6
12631,20543,5
12631,16374,6
12631,15426,4
12631,20476,7
12631,17470,11
12631,19022,4
12631,13575,4
12631,19658,2
12637,15686,4
12640,19567,3
12640,21035,3
12640,13134,4
12640,20862,3
12640,16197,2
12640,17485,3
12640,17507,3
12640,20711,3
12640,19735,1
12640,16894,1
12640,14862,5
12640,14473,4
12640,19017,2
12640,15797,3
12640,18656,2
12640,21144,2
12645,15362,6
12645,15216,5
12645,14917,3
12645,15519,4
12645,18651,5
12645,18782,2
12645,16777,3
12645,12693,4
12645,14485,5
12645,14148,4
12645,15512,4
12645,15470,6
12645,13484,4
12645,15644,6
12645,20128,7
12645,17659,1
12645,21205,1
12645,22403,2
12645,17038,4
12645,21614,4
12645,18893,1
12645,18534,3
12645,17860,4
12645,22261,6
12645,12915,1
12645,18991,3
12645,16095,4
12645,14335,5
12645,16478,2
12647,20402,3
12650,20679,4
12650,14297,8
12650,19080,1
12650,14003,6
12650,14787,6
12650,19669,4
12651,21848,4
12651,18155,2
12651,16896,5
12651,14650,5
12651,20597,5
12651,20415,4
12651,21812,4
12651,17328,3
12651,22239,3
12661,17847,1
12662,15321,2
12663,21900,2
12664,20278,1
12664,18132,4
12669,14420,4
12669,22028,4
12669,22075,4
12669,15179,3
12669,21611,3
12669,20095,3
12669,14413,4
12669,18902,4
12672,13370,5
12673,22162,2
12675,19735,3
12675,20314,1
12679,15422,11
12679,18107,3
12681,18426,1
12681,18484,1
12681,18912,2
12681,21904,1
12685,17861,5
12689,20415,5
12690,16755,1
12691,19582,4
12691,18056,2
12691,22342,4
12691,19489,3
12692,15714,2
12692,18839,2
12692,18056,1
12692,17594,2
12692,15606,3
12692,12969,4
12693,15362,4
12693,15470,4
12693,17860,5
12693,14485,7
12693,14335,5
12693,17048,3
12693,14095,7
12693,15644,7
12695,21349,1
12695,16464,4
12695,15645,4
12699,20356,5
12699,15542,4
12699,22202,2
12705,20415,8
12710,19935,1
12711,20941,3
12712,16121,4
12712,19037,1
12712,19279,5
12712,13951,3
12715,17291,3
12715,14080,4
12716,16444,3
12716,21803,1
12716,17332,2
12716,22201,3
12726,18427,3
12728,20451,2
12729,15125,2
12729,14850,3
12729,18648,5
12729,18196,2
12729,20334,3
12729,14650,5
12737,15995,6
12737,21930,3
12737,17329,6
12738,18561,5
12738,21226,7
12738,21803,8
12738,21860,6
12738,19053,4
12738,20918,1
12738,13966,7
12738,16828,8
12738,22025,3
12738,17248,2
12739,18056,8
12739,13825,3
12739,21766,4
12739,18072,4
12739,14390,7
12739,16106,9
12739,20848,8
12742,15399,2
12742,18819,2
12742,14503,2
12744,13633,3
12744,14274,2
12745,20168,5
12745,21324,2
12745,21274,3
12745,21681,5
12745,19964,3
12745,18235,6
12745,16103,4
12745,16105,2
12745,13140,3
12745,19621,2
12745,19127,3
12745,14703,5
12745,13408,2
12745,20516,5
12745,20037,5
12745,18167,5
12745,20889,4
12745,17591,3
12745,13074,5
12745,18638,3
12745,18539,5
12745,18624,3
12745,21087,5
12748,15630,5
12749,17390,5
12749,17826,9
12749,17686,7
12749,22040,8
12749,18738,3
12749,15511,6
12749,15670,5
12749,15409,8
12749,21652,9
12749,19758,7
12749,13452,7
12749,16328,7
12749,18821,8
12749,22018,5
12749,16928,10
12749,18952,2
12749,13852,5
12749,15419,9
12749,21225,3
12755,14257,4
12755,18056,2
12755,13825,4
12755,16091,4
12755,19489,4
12755,19484,2
12763,20415,5
12769,16809,4
12770,20413,7
12770,17288,3
12771,20941,9
12772,19582,1
12774,19525,5
12774,20516,12
12774,13922,2
12774,18167,3
12774,20162,3
12774,19268,6
12774,19127,3
12774,15416,3
12774,18869,4
12774,13140,3
12774,14016,8
12777,20921,5
12777,18819,5
12777,18021,7
12777,20182,2
12778,21566,2
12779,15797,2
12779,17969,2
12779,14516,1
12779,15783,3
12782,13839,4
12782,22162,2
12783,16427,2
12783,15384,3
12783,19862,2
12783,20745,6
12783,18819,6
12783,15851,4
12783,13175,6
12783,13866,8
12783,19207,5
12783,16436,6
12783,14350,2
12783,21498,2
12783,15878,5
12783,17495,6
12783,21907,4
12783,22100,2
12783,16081,3
12783,16086,4
12783,21491,8
12783,17671,3
12783,20778,1
12783,19653,2
12783,22024,2
12783,16129,2
12783,16805,1
12783,20013,3
12783,13917,2
12783,17340,4
12783,17056,6
12783,16001,3
12783,21684,7
12783,17437,3
12783,18338,5
12783,16029,4
12783,21648,3
12783,21988,5
12783,15928,9
12783,16111,4
12783,14585,4
12783,16226,7
12783,15405,2
12783,19891,3
12783,18355,3
12783,15475,4
12783,21206,1
12783,18888,2
12783,20337,4
12786,22227,4
12786,19198,5
12786,15714,2
12786,20178,1
12786,18456,3
12786,22162,2
12788,21419,5
12788,18143,4
12795,16137,2
12795,13349,1
12797,20949,4
12797,17020,5
12797,20894,5
12802,17356,3
12802,21378,2
12804,17447,2
12804,16553,6
12804,14059,2
12804,20957,5
12806,13645,3
12806,16653,2
12806,21631,3
12806,14155,1
12806,16128,2
12806,12965,4
12806,18090,3
12806,16203,2
12806,16972,2
12806,20876,1
12810,16427,3
12810,19862,2
12810,21491,3
12810,22110,3
12810,20576,5
12812,19879,3
12812,22385,4
12812,16685,3
12812,16087,7
12812,12833,3
12812,19922,1
12812,20900,3
12812,12929,5
12812,16431,3
12812,13791,9
12812,19022,9
12812,12980,8
12812,13555,5
12812,16036,4
12812,18634,5
12812,14090,10
12812,14128,2
12812,14804,10
12812,14622,4
12812,21863,4
12812,14207,6
12812,18952,6
12812,13206,4
12812,14169,2
12812,13503,6
12812,19658,3
12815,16344,5
12820,17127,2
12820,19873,7
12820,18648,4
12820,20942,6
12821,15634,3
12822,20906,4
12827,16814,1
12829,19827,4
12829,20577,3
12829,21813,2
12829,17309,5
12829,14702,4
12829,22444,3
12829,17764,2
12829,15245,2
12829,18521,4
12829,21995,3
12830,20582,4
12830,16034,3
12830,18911,4
12830,21366,1
12830,19504,2
12830,20076,3
12830,20923,3
12830,18475,3
12830,19854,2
12833,22385,6
12833,16685,7
12833,14128,8
12833,19922,3
12833,20900,10
12833,16431,7
12833,13791,6
12833,19022,4
12833,12980,4
12833,13555,10
12833,16036,4
12833,18634,8
12833,12929,7
12833,21863,6
12833,14804,3
12833,14622,9
12833,14207,4
12833,13206,3
12833,14169,9
12833,13503,6
12833,19658,4
12837,14985,5
12837,22220,5
12837,18973,4
12837,18698,3
12837,18488,3
12837,16581,7
12837,13425,9
12843,22082,3
12844,13586,3
12844,15793,4
12844,21564,1
12844,20183,1
12853,18969,2
12853,19640,2
12853,16885,3
12853,16173,3
12854,12854,9
12854,14787,4
12854,18446,4
12856,21190,5
12856,16244,3
12856,14399,7
12856,20663,2
12860,21922,3
12867,20662,5
12867,14650,3
12867,19386,6
12870,14016,5
12872,21538,3
12872,17242,5
12872,13645,4
12872,18090,2
12872,14264,2
12872,13053,2
12872,13134,1
12872,20624,5
12872,21280,1
12872,16972,2
12872,16203,4
12872,14155,2
12872,16128,3
12872,22401,3
12872,21631,2
12872,14591,1
12872,17740,1
12872,14862,1
12872,14332,3
12872,15957,1
12873,16427,3
12873,17340,2
12873,22100,2
12873,17056,2
12873,19891,2
12873,16001,4
12873,21721,4
12873,21491,2
12873,22110,4
12873,18355,3
12873,16436,3
12873,15475,3
12873,16141,2
12873,16805,3
12874,16015,4
12874,20248,6
12874,22084,2
12874,18739,4
12874,15632,6
12874,16337,2
12874,18207,7
12874,17228,3
12874,16124,1
12874,20439,1
12874,21610,4
12874,12907,4
12874,17147,3
12874,17194,2
12874,16210,4
12874,13227,3
12874,15181,3
12874,16668,5
12874,21144,2
12875,17497,2
12875,15717,1
12875,20428,3
12875,13878,4
12877,21325,5
12877,14467,2
12879,16427,4
12879,13666,5
12879,14471,2
12879,18819,5
12879,22100,3
12879,14633,2
12879,21491,4
12879,17308,3
12879,22110,5
12879,20337,5
12879,16001,5
12882,13825,3
12882,20716,3
12887,14516,3
12887,12988,4
12887,17411,1
12887,19091,3
12887,20691,2
12889,15553,2
12889,21922,4
12889,16368,3
12893,18334,9
12893,22188,10
12894,20178,3
12894,19242,4
12894,16106,4
12897,21419,3
12902,13848,2
12902,16072,2
12902,19959,2
12902,17411,2
12902,22127,2
12902,15735,3
12902,14111,4
12902,20510,3
12902,13340,3
12902,20691,4
12902,16337,2
12902,17845,3
12902,17336,4
12904,15477,3
12904,20106,3
12906,17713,2
12907,16015,4
12907,19329,3
12907,22084,2
12907,17228,3
12907,16210,6
12907,16337,1
12907,21144,1
12909,18732,1
12909,15657,2
12909,13050,2
12909,15683,3
12915,15362,3
12915,17860,4
12915,14335,9
12915,14892,3
12915,14969,3
12915,14485,1
12915,15470,6
12915,22403,2
12915,14095,4
12915,15644,5
12918,21110,8
12918,16464,7
12918,21510,5
12921,20550,7
12922,13442,10
12923,19967,3
12923,20571,3
12923,20178,4
12928,14334,4
12928,18977,5
12928,15607,1
12928,21988,2
12929,13555,8
12929,22385,9
12929,16036,5
12929,16431,13
12929,14128,7
12929,21863,6
12929,19922,4
12929,20900,7
12929,14207,3
12929,13206,7
12929,13791,9
12929,14169,8
12929,13503,7
12929,14804,4
12929,14622,10
12929,19658,10
12941,20057,3
12941,22229,2
12941,21117,3
12942,14764,2
12942,15659,4
12942,19652,1
12943,20332,2
12945,15050,1
12950,20949,1
12950,16036,2
12950,15211,2
12950,16349,1
12950,18634,4
12950,14207,2
12950,21489,2
12951,19533,1
12953,20723,3
12954,17125,3
12954,21803,1
12954,19365,4
12958,13734,7
12958,19441,3
12958,19603,5
12959,18166,2
12959,15635,8
12959,21734,3
12959,19141,1
12959,15728,3
12959,19669,8
12959,13572,3
12962,20704,2
12962,21313,1
12963,16548,3
12965,15544,4
12965,18090,5
12965,17639,3
12965,14264,4
12965,13053,5
12965,19702,5
12965,13776,5
12965,17740,3
12965,13261,3
12965,14628,4
12965,17065,6
12965,16277,3
12965,16623,3
12965,16972,3
12965,19368,1
12965,16779,3
12965,20876,2
12965,17516,4
12965,17069,4
12965,19050,4
12965,22435,1
12965,17121,4
12965,16128,2
12965,21631,5
12965,14591,3
12965,21176,3
12965,15410,1
12965,13551,4
12965,21771,1
12965,15385,4
12965,18356,4
12965,15957,3
12965,20488,3
12971,14882,11
12971,16809,4
12971,21353,5
12971,19302,2
12971,21142,7
12978,14226,4
12978,19067,5
12978,20617,6
12978,16614,5
12978,19203,5
12978,20730,4
12978,22150,3
12978,16166,10
12978,19533,2
12978,20025,3
12978,17176,1
12979,15634,1
12980,18634,4
12980,13007,2
12980,16685,3
12980,16087,6
12980,21513,2
12980,14804,8
12980,16431,3
12980,15426,5
12980,19022,7
12980,13555,3
12980,13575,10
12980,16036,2
12980,14128,2
12980,19123,7
12980,21863,3
12980,14207,9
12980,20543,4
12980,19658,2
12980,17470,2
12981,17586,2
12981,15839,3
12983,16532,4
12983,21265,4
12984,16445,6
12984,19752,7
12984,13257,7
12984,16832,4
12984,13975,5
12984,17532,6
12984,17670,6
12984,15748,3
12984,17191,4
12984,21799,5
12984,22386,6
12984,20663,4
12984,20338,5
12985,13103,1
12988,15965,6
12988,20131,7
12988,17079,5
12988,13537,4
12988,18002,3
12988,16972,1
12988,14862,8
12988,17194,4
12988,14516,4
12988,20314,2
12988,14368,1
12988,21144,2
12988,19133,9
12988,17935,3
13000,13817,4
13000,15340,6
13000,16759,7
13000,20447,12
13001,14092,1
13001,15419,6
13001,14120,2
13001,16484,1
13001,16404,6
13001,18290,2
13001,15409,6
13001,15999,2
13001,17469,4
13004,15839,1
13004,18155,6
13004,19386,5
13004,14650,4
13004,18819,5
13004,14902,4
13005,16427,1
13005,19385,1
13005,21491,2
13005,18819,2
13005,13917,2
13005,21907,2
13005,22100,1
13005,17340,1
13005,22110,2
13005,18888,1
13005,16086,1
13006,15799,1
13006,21576,2
13007,19123,6
13007,13575,5
13007,15426,3
13007,19022,8
13007,21513,8
13007,17470,10
13007,19658,4
13008,19892,4
13008,15231,2
13008,15653,4
13010,15194,6
13011,16646,2
13012,16387,2
13012,17459,1
13012,13479,3
13012,19480,1
13012,20218,7
13012,21778,3
13012,22256,2
13012,21281,2
13014,16362,6
13014,15467,6
13017,15394,1
13017,19376,2
13017,13712,2
13017,13665,3
13017,20323,2
13017,22136,2
13024,15025,1
13030,16798,6
13032,17405,3
13034,15460,4
13034,14320,4
13040,13515,6
13043,20990,4
13043,17901,3
13043,21133,5
13044,17995,9
13044,18592,4
13044,13425,10
13045,20152,1
13045,21133,3
13045,20820,3
13047,21109,2
13047,20616,3
13049,16322,3
13049,20027,3
13049,22317,2
13050,20129,3
13050,15657,3
13050,18775,7
13053,13645,3
13053,18090,7
13053,17639,4
13053,13776,6
13053,16203,3
13053,19560,5
13053,19702,4
13053,14264,7
13053,17121,8
13053,14822,4
13053,15385,6
13053,22029,13
13053,21631,5
13053,20837,4
13053,16972,2
13053,17740,4
13053,15808,3
13053,15957,4
13053,20488,3
13055,17795,4
13055,22215,3
13056,20990,3
13056,15717,1
13056,20152,1
13056,21133,3
13056,14147,2
13056,22380,3
13056,20045,2
13056,20820,1
13057,15007,3
13059,22400,2
13059,17441,4
13059,16976,3
13059,16027,2
13061,14539,1
13061,15240,2
13061,20594,1
13065,15929,2
13065,20490,3
13065,16121,4
13065,19037,1
13072,18534,2
13072,13966,6
13072,15644,5
13073,13881,2
13073,20380,3
13074,20168,4
13074,21324,3
13074,21274,6
13074,21681,9
13074,19964,3
13074,18235,6
13074,16105,8
13074,13140,5
13074,19621,7
13074,19127,2
13074,14703,5
13074,13408,1
13074,20516,9
13074,20037,5
13074,18167,4
13074,20889,8
13074,17591,4
13074,18638,5
13074,18539,7
13074,18624,13
13074,21087,6
13075,13075,9
13075,16211,1
13075,13880,3
13078,16017,2
13080,18233,6
13082,19404,1
13082,22243,2
13082,20136,3
13082,13767,2
13082,13568,5
13084,17009,3
13087,18322,8
13089,16101,1
13089,22015,2
13090,20507,3
13099,14650,3
13102,21946,3
13102,15586,5
13102,20068,5
13103,13997,2
13103,13103,6
13103,17167,2
13103,18397,1
13118,14304,2
13118,18402,4
13120,14503,3
13120,15399,6
13120,14858,6
13133,13625,4
13134,14516,5
13134,21272,1
13134,21755,7
13134,16309,5
13134,20314,3
13134,17079,7
13134,14862,5
13134,18656,2
13134,20997,5
13134,13537,5
13134,21610,7
13134,21438,9
13134,16972,1
13134,18497,4
13134,21497,3
13134,16337,4
13134,21144,2
13134,19133,9
13137,21687,3
13138,15218,7
13140,19525,11
13140,20168,6
13140,18638,7
13140,19964,7
13140,19621,4
13140,20162,5
13140,19268,7
13140,21274,7
13140,14703,8
13140,20516,4
13140,17591,7
13140,20447,1
13140,19127,5
13140,21324,2
13140,15908,3
13140,21681,12
13140,18235,10
13140,16103,3
13140,21236,8
13140,16105,3
13140,13922,5
13140,18869,6
13140,13408,2
13140,14016,5
13140,20037,10
13140,18167,6
13140,20889,3
13140,18539,2
13140,18624,1
13140,15416,7
13140,21087,9
13141,14293,7
13141,14530,4
13141,17852,4
13142,20490,1
13142,21133,2
13142,20820,2
13145,13515,3
13146,20550,1
13146,14618,4
13146,16759,7
13148,21491,3
13148,17056,3
13151,20128,10
13151,17860,6
13151,18470,3
13151,21113,4
13151,22403,2
13151,15644,10
13160,16907,3
13161,15703,5
13167,21549,3
13171,20990,4
13171,18695,3
13172,16322,1
13172,18617,2
13172,15259,5
13172,16932,7
13172,20636,1
13172,17089,6
13172,20521,1
13173,16322,3
13173,20636,1
13173,16835,4
13173,20706,4
13173,20521,5
13173,19602,1
13173,17804,2
13173,20027,3
13175,16427,4
13175,13866,10
13175,16001,4
13175,16938,2
13175,16639,1
13175,17437,2
13175,18819,9
13175,14350,3
13175,17495,10
13175,14471,7
13175,16786,5
13175,21907,5
13175,17056,7
13175,19539,2
13175,14633,5
13175,16086,4
13175,21491,7
13175,15839,2
13175,22110,5
13175,22100,3
13175,16805,5
13176,18056,2
13177,17938,3
13177,13420,8
13177,14112,3
13178,16427,2
13178,18819,4
13178,22100,2
13178,16001,4
13178,17684,2
13178,15405,1
13178,16639,3
13178,21491,4
13178,22110,3
13178,17340,2
13178,17437,1
13178,16403,3
13178,18888,4
13178,20337,4
13192,16336,2
13192,22110,4
13193,16938,2
13193,22100,2
13193,18188,5
13193,19539,3
13193,18819,5
13193,21491,3
13193,22110,4
13193,16001,5
13195,20482,5
13195,20136,3
13195,22243,2
13206,13555,2
13206,22385,6
13206,16036,2
13206,14128,1
13206,21863,6
13206,19922,4
13206,20900,5
13206,16431,3
13206,13791,9
13206,13503,9
13206,14804,7
13206,14622,5
13206,19658,2
13210,15273,2
13218,13712,5
13218,19376,5
13218,13665,5
13222,15041,6
13222,17372,8
13222,19441,5
13222,18322,4
13227,16015,1
13227,16668,3
13227,18207,3
13232,18561,3
13232,13966,3
13232,15208,8
13232,15537,7
13232,16010,2
13232,19053,4
13232,18423,4
13232,21803,5
13235,14560,4
13235,17779,1
13235,22389,1
13235,21523,3
13235,13482,2
13240,16907,2
13241,15477,2
13245,19747,4
13245,16368,2
13245,15553,3
13245,20164,6
13245,21922,3
13257,16445,7
13257,19752,10
13257,16832,4
13257,22386,12
13257,19162,7
13257,17532,6
13257,13975,4
13257,17670,11
13257,15748,7
13257,17191,7
13257,21799,5
13257,13799,6
13257,20663,8
13257,20338,6
13258,15362,2
13258,22403,3
13258,14015,4
13258,15644,4
13259,15340,2
13261,17202,3
13261,15808,5
13261,16975,9
13261,19473,3
13261,21952,3
13261,20281,2
13261,18356,2
13261,20774,1
13261,17121,5
13261,17740,3
13261,20488,2
13265,20217,2
13265,15644,7
13267,16896,6
13267,21921,6
13267,16766,2
13267,20675,6
13267,15329,2
13267,20888,2
13267,17685,6
13267,20730,4
13267,14650,6
13267,22352,2
13267,16308,7
13267,14168,6
13267,19877,2
13267,22140,3
13267,21848,10
13267,14795,4
13267,18155,3
13267,14799,4
13267,14361,6
13267,19542,3
13267,21812,8
13267,17328,3
13267,18327,5
13267,20597,5
13267,16716,7
13267,20095,2
13267,20415,9
13268,19641,1
13268,20363,2
13269,20415,4
13269,14168,2
13269,21921,4
13270,18438,3
13273,14435,3
13276,13604,2
13276,19728,2
13276,21922,2
13276,22158,3
13278,13515,1
13278,18388,2
13280,18155,1
13280,19529,1
13280,14650,2
13280,22140,3
13280,21030,1
13280,15641,1
13280,20415,3
13280,17574,1
13280,19578,3
13286,19747,3
13286,16368,2
13286,21922,2
13286,15553,2
13287,17103,3
13287,21207,2
13287,21399,3
13287,19672,4
13287,20602,3
13287,22147,2
13289,21590,1
13289,18196,3
13295,17846,2
13295,17323,10
13298,18460,1
13298,22082,11
13298,17134,12
13301,18357,2
13301,21024,5
13302,21653,3
13302,14428,13
13302,21550,12
13302,21832,3
13305,18938,5
13306,21272,1
13306,17737,4
13314,16610,1
13314,15583,3
13314,14850,1
13314,20341,3
13314,17127,4
13314,18648,4
13314,17701,2
13319,17332,1
13321,20710,4
13321,18648,1
13321,16133,1
13322,20415,6
13328,19461,3
13334,17288,4
13340,13848,3
13340,14862,4
13340,17411,4
13340,15735,7
13340,13537,2
13340,14241,3
13340,14111,2
13340,20510,2
13341,20948,5
13341,18819,5
13341,22427,4
13341,19894,3
13341,14426,5
13341,14856,4
13341,22153,4
13341,21307,4
13341,18977,5
13341,14531,7
13341,14334,4
13341,21586,6
13347,22129,3
13347,14650,3
13349,16137,2
13364,16246,5
13364,22001,6
13364,17476,9
13364,15771,3
13364,15673,9
13364,17933,6
13364,20934,7
13365,17546,7
13365,20772,6
13368,16015,1
13368,18090,1
13368,17639,1
13368,21555,4
13368,17740,1
13368,17121,1
13368,14591,2
13368,18393,3
13368,14628,1
13368,20299,3
13368,16608,3
13368,21771,2
